Name,Live Bytes,Live Objects
org.apache.tomcat.util.modeler.NotificationInfo[],16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$345.0x0000000800d67060,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.security.servlet.SecurityFilterAutoConfiguration$$Lambda$614.0x0000000800e8d028,16 B (0%),1 (0%)
com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda$293.0x0000000800d15070,16 B (0%),1 (0%)
sun.rmi.runtime.Log$$Lambda$66.0x0000000800bac130,16 B (0%),1 (0%)
javax.persistence.PersistenceProperty[],16 B (0%),1 (0%)
org.springframework.boot.context.config.ConfigFileApplicationListener$$Lambda$109.0x0000000800c16600,16 B (0%),1 (0%)
org.springframework.security.config.annotation.web.configurers.DefaultLoginPageConfigurer$$Lambda$686.0x0000000800f82f28,16 B (0%),1 (0%)
org.springframework.cglib.proxy.InvocationHandlerGenerator,16 B (0%),1 (0%)
org.hibernate.tool.schema.internal.SchemaManagementToolInitiator,16 B (0%),1 (0%)
java.util.stream.FindOps$FindSink$OfInt$$Lambda$102.0x0000000800befb18,16 B (0%),1 (0%)
org.hibernate.tool.schema.extract.internal.SequenceInformationExtractorNoOpImpl,16 B (0%),1 (0%)
org.springframework.aop.interceptor.ExposeInvocationInterceptor,16 B (0%),1 (0%)
org.apache.catalina.core.StandardContext$1,16 B (0%),1 (0%)
org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean$$Lambda$490.0x0000000800e40290,16 B (0%),1 (0%)
org.thymeleaf.spring5.expression.SPELContextPropertyAccessor,16 B (0%),1 (0%)
org.hibernate.engine.query.internal.NativeQueryInterpreterStandardImpl,16 B (0%),1 (0%)
org.apache.catalina.startup.Tomcat$FixContextListener,16 B (0%),1 (0%)
org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$201.0x0000000800c89888,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.context.LifecycleAutoConfiguration,16 B (0%),1 (0%)
java.time.temporal.TemporalQueries$7,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.security.servlet.SecurityAutoConfiguration,16 B (0%),1 (0%)
org.springframework.security.config.annotation.web.configuration.WebMvcSecurityConfiguration,16 B (0%),1 (0%)
org.springframework.boot.context.properties.bind.JavaBeanBinder,16 B (0%),1 (0%)
org.springframework.beans.factory.parsing.PassThroughSourceExtractor,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration,16 B (0%),1 (0%)
org.springframework.core.type.AnnotatedTypeMetadata$$Lambda$356.0x0000000800d6b770,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.jdbc.DataSourceConfiguration$Hikari,16 B (0%),1 (0%)
org.hibernate.id.IdentifierGeneratorHelper$2,16 B (0%),1 (0%)
org.hibernate.id.IdentifierGeneratorHelper$1,16 B (0%),1 (0%)
org.hibernate.type.TypeFactory$$Lambda$698.0x0000000800fa6ec8,16 B (0%),1 (0%)
java.time.format.DateTimeFormatterBuilder$2,16 B (0%),1 (0%)
org.springframework.security.config.annotation.web.builders.WebSecurity$$Lambda$678.0x0000000800f40040,16 B (0%),1 (0%)
org.thymeleaf.expression.Objects,16 B (0%),1 (0%)
org.apache.catalina.core.StandardServer$1,16 B (0%),1 (0%)
org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean$$Lambda$493.0x0000000800e40b20,16 B (0%),1 (0%)
org.apache.catalina.core.StandardServer$2,16 B (0%),1 (0%)
org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration,16 B (0%),1 (0%)
org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda$224.0x0000000800cae100,16 B (0%),1 (0%)
com.sun.naming.internal.VersionHelper,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.servlet.JspTemplateAvailabilityProvider,16 B (0%),1 (0%)
java.util.Collections$EmptyIterator,16 B (0%),1 (0%)
org.springframework.context.event.DefaultEventListenerFactory,16 B (0%),1 (0%)
org.springframework.data.jpa.mapping.JpaMetamodelMappingContext$Metamodels,16 B (0%),1 (0%)
org.hibernate.event.internal.DefaultLockEventListener,16 B (0%),1 (0%)
org.springframework.http.MediaType$1,16 B (0%),1 (0%)
org.hibernate.loader.plan.spi.Fetch[],16 B (0%),1 (0%)
jdk.internal.jimage.ImageStringsReader,16 B (0%),1 (0%)
org.springframework.data.repository.config.CustomRepositoryImplementationDetector$$Lambda$434.0x0000000800dd8278,16 B (0%),1 (0%)
org.hibernate.annotations.common.reflection.java.generics.IdentityTypeEnvironment,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$346.0x0000000800d67298,16 B (0%),1 (0%)
org.springframework.util.comparator.InstanceComparator,16 B (0%),1 (0%)
jdk.management.jfr.SettingDescriptorInfo$1,16 B (0%),1 (0%)
org.springframework.core.type.AnnotationMetadata$$Lambda$290.0x0000000800d14a08,16 B (0%),1 (0%)
org.springframework.web.context.support.WebApplicationContextUtils$RequestObjectFactory,16 B (0%),1 (0%)
org.hibernate.loader.JoinWalker$AssociationInitCallback$1,16 B (0%),1 (0%)
jdk.xml.internal.SecuritySupport$$Lambda$246.0x0000000800c95448,16 B (0%),1 (0%)
org.hibernate.cfg.beanvalidation.BeanValidationIntegrator,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration,16 B (0%),1 (0%)
java.time.format.DateTimeFormatter$$Lambda$147.0x0000000800c3d360,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$585.0x0000000800e4f7f8,16 B (0%),1 (0%)
java.lang.reflect.Executable$$Lambda$723.0x0000000800fc9628,16 B (0%),1 (0%)
org.hibernate.internal.SessionFactoryObserverChain,16 B (0%),1 (0%)
org.springframework.boot.convert.NumberToDurationConverter,16 B (0%),1 (0%)
java.lang.management.DefaultPlatformMBeanProvider,16 B (0%),1 (0%)
org.springframework.data.jpa.util.HibernateProxyDetector$$Lambda$409.0x0000000800dc8ae8,16 B (0%),1 (0%)
org.thymeleaf.templateparser.raw.RawParser,16 B (0%),1 (0%)
java.util.Spliterators$EmptySpliterator$OfDouble,16 B (0%),1 (0%)
sun.rmi.server.UnicastServerRef$HashToMethod_Maps,16 B (0%),1 (0%)
sun.net.www.protocol.jar.JarFileFactory,16 B (0%),1 (0%)
org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher,16 B (0%),1 (0%)
org.thymeleaf.standard.expression.AssignationSequence,16 B (0%),1 (0%)
sun.management.ManagementFactoryHelper$$Lambda$48.0x0000000800ba01d8,16 B (0%),1 (0%)
org.hibernate.engine.spi.CascadingActions$1,16 B (0%),1 (0%)
org.hibernate.engine.spi.CascadingActions$2,16 B (0%),1 (0%)
org.hibernate.engine.spi.CascadingActions$3,16 B (0%),1 (0%)
org.hibernate.engine.spi.CascadingActions$4,16 B (0%),1 (0%)
org.hibernate.engine.spi.CascadingActions$5,16 B (0%),1 (0%)
org.hibernate.engine.spi.CascadingActions$6,16 B (0%),1 (0%)
org.hibernate.engine.spi.CascadingActions$7,16 B (0%),1 (0%)
org.hibernate.engine.spi.CascadingActions$8,16 B (0%),1 (0%)
org.hibernate.engine.spi.CascadingActions$9,16 B (0%),1 (0%)
java.util.regex.Pattern$Node,16 B (0%),1 (0%)
org.springframework.security.web.access.DefaultWebInvocationPrivilegeEvaluator,16 B (0%),1 (0%)
java.lang.management.ManagementFactory$$Lambda$32.0x0000000800b7ae18,16 B (0%),1 (0%)
org.springframework.security.config.annotation.authentication.configuration.InitializeAuthenticationProviderBeanManagerConfigurer,16 B (0%),1 (0%)
java.util.regex.CharPredicates$$Lambda$610.0x0000000800e70678,16 B (0%),1 (0%)
org.apache.catalina.connector.Request$3,16 B (0%),1 (0%)
org.apache.catalina.connector.Request$4,16 B (0%),1 (0%)
org.apache.catalina.connector.Request$5,16 B (0%),1 (0%)
org.apache.catalina.connector.Request$6,16 B (0%),1 (0%)
org.apache.catalina.connector.Request$7,16 B (0%),1 (0%)
org.apache.catalina.connector.Request$8,16 B (0%),1 (0%)
org.apache.catalina.connector.Request$9,16 B (0%),1 (0%)
org.springframework.beans.factory.parsing.FailFastProblemReporter,16 B (0%),1 (0%)
org.springframework.data.util.Optionals$$Lambda$887.0x0000000801180d28,16 B (0%),1 (0%)
org.springframework.cglib.core.SpringNamingPolicy,16 B (0%),1 (0%)
org.springframework.data.jpa.util.JpaMetamodel$$Lambda$905.0x0000000801183908,16 B (0%),1 (0%)
java.lang.CharacterData00,16 B (0%),1 (0%)
org.hibernate.internal.ConnectionObserverStatsBridge,16 B (0%),1 (0%)
net.bytebuddy.implementation.FieldAccessor$FieldNameExtractor$ForFixedValue,16 B (0%),1 (0%)
org.hibernate.boot.internal.SessionFactoryBuilderImpl$$Lambda$793.0x0000000801081e88,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.domain.EntityScanPackages,16 B (0%),1 (0%)
org.springframework.core.annotation.AttributeMethods$$Lambda$112.0x0000000800c19c68,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$553.0x0000000800e4b270,16 B (0%),1 (0%)
jdk.internal.math.FloatingDecimal$1,16 B (0%),1 (0%)
org.hibernate.secure.spi.JaccIntegrator$1,16 B (0%),1 (0%)
org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration$LiveReloadServerEventListener,16 B (0%),1 (0%)
org.apache.catalina.connector.Request$1,16 B (0%),1 (0%)
org.apache.catalina.connector.Request$2,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor1,16 B (0%),1 (0%)
org.hibernate.internal.util.ValueHolder$1,16 B (0%),1 (0%)
org.hibernate.event.internal.DefaultEvictEventListener,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration,16 B (0%),1 (0%)
org.springframework.web.servlet.function.support.HandlerFunctionAdapter,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor8,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor9,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor6,16 B (0%),1 (0%)
sun.rmi.transport.DGCImpl$1,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor7,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor4,16 B (0%),1 (0%)
org.hibernate.boot.registry.selector.internal.DefaultJtaPlatformSelector,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor5,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor2,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor3,16 B (0%),1 (0%)
org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext$$Lambda$797.0x000000080108b0c8,16 B (0%),1 (0%)
sun.rmi.server.UnicastRef,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$544.0x0000000800e49eb0,16 B (0%),1 (0%)
org.springframework.security.config.crypto.RsaKeyConversionServicePostProcessor,16 B (0%),1 (0%)
java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$22.0x0000000800b78a20,16 B (0%),1 (0%)
com.fasterxml.jackson.datatype.jsr310.deser.key.DurationKeyDeserializer,16 B (0%),1 (0%)
org.springframework.core.annotation.AbstractMergedAnnotation$$Lambda$287.0x0000000800d12ef8,16 B (0%),1 (0%)
sun.nio.ch.ExtendedSocketOption$1,16 B (0%),1 (0%)
org.springframework.core.$Proxy77,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafWebMvcConfiguration,16 B (0%),1 (0%)
javax.management.remote.JMXConnectorServerFactory$$Lambda$58.0x0000000800ba6800,16 B (0%),1 (0%)
org.springframework.data.repository.core.support.RepositoryFactoryBeanSupport$$Lambda$839.0x0000000801175ff0,16 B (0%),1 (0%)
org.springframework.data.web.config.EnableSpringDataWebSupport$SpringDataWebConfigurationImportSelector$$Lambda$366.0x0000000800d7a870,16 B (0%),1 (0%)
java.util.stream.Nodes$EmptyNode$OfInt,16 B (0%),1 (0%)
org.hibernate.internal.TypeLocatorImpl,16 B (0%),1 (0%)
org.springframework.boot.context.properties.ConfigurationPropertiesBindConstructorProvider,16 B (0%),1 (0%)
org.springframework.core.type.AnnotatedTypeMetadata$$Lambda$354.0x0000000800d6aea0,16 B (0%),1 (0%)
org.hibernate.engine.jdbc.dialect.internal.StandardDialectResolver,16 B (0%),1 (0%)
java.util.stream.Collectors$$Lambda$49.0x0000000800ba0410,16 B (0%),1 (0%)
org.springframework.objenesis.strategy.StdInstantiatorStrategy,16 B (0%),1 (0%)
org.springframework.boot.context.properties.NotConstructorBoundInjectionFailureAnalyzer,16 B (0%),1 (0%)
org.apache.logging.log4j.util.ProviderUtil,16 B (0%),1 (0%)
org.hibernate.engine.jdbc.spi.SqlExceptionHelper$1,16 B (0%),1 (0%)
org.hibernate.type.descriptor.sql.CharTypeDescriptor,16 B (0%),1 (0%)
org.apache.logging.log4j.spi.LoggerRegistry$ConcurrentMapFactory,16 B (0%),1 (0%)
java.util.stream.Collectors$$Lambda$56.0x0000000800ba5050,16 B (0%),1 (0%)
net.bytebuddy.matcher.NegatingMatcher,16 B (0%),1 (0%)
org.hibernate.internal.util.compare.ComparableComparator,16 B (0%),1 (0%)
java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$18.0x0000000800b72fc0,16 B (0%),1 (0%)
org.springframework.security.core.authority.mapping.NullAuthoritiesMapper,16 B (0%),1 (0%)
org.thymeleaf.expression.Arrays,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationCondition,16 B (0%),1 (0%)
jdk.internal.module.DefaultRoots$$Lambda$2.0x0000000800b53d18,16 B (0%),1 (0%)
sun.instrument.TransformerManager$TransformerInfo[],16 B (0%),1 (0%)
org.hibernate.hql.internal.HolderInstantiator$$Lambda$1024.0x000000080122a680,16 B (0%),1 (0%)
org.thymeleaf.EngineConfiguration$TemplateResolverComparator,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor139,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor138,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor137,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor136,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor135,16 B (0%),1 (0%)
java.util.stream.Collectors$$Lambda$589.0x0000000800e2c4a8,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor134,16 B (0%),1 (0%)
com.sun.beans.introspect.MethodInfo$MethodOrder,16 B (0%),1 (0%)
org.springframework.expression.spel.support.ReflectiveMethodResolver$$Lambda$677.0x0000000800f3bd50,16 B (0%),1 (0%)
org.springframework.security.core.context.ThreadLocalSecurityContextHolderStrategy,16 B (0%),1 (0%)
org.springframework.boot.context.properties.bind.BindResult,16 B (0%),1 (0%)
java.io.ObjectInputFilter$Config$$Lambda$62.0x0000000800ba96a0,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor142,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor141,16 B (0%),1 (0%)
org.hibernate.engine.jdbc.env.internal.DefaultSchemaNameResolver,16 B (0%),1 (0%)
jdk.internal.reflect.GeneratedMethodAccessor140,16 B (0%),1 (0%)
com.sun.proxy.$Proxy8,16 B (0%),1 (0%)
org.springframework.boot.web.server.Http2,16 B (0%),1 (0%)
org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$503.0x0000000800e44768,16 B (0%),1 (0%)
org.hibernate.resource.beans.spi.ManagedBeanRegistryInitiator,16 B (0%),1 (0%)
org.springframework.security.web.csrf.CsrfFilter$DefaultRequiresCsrfMatcher,16 B (0%),1 (0%)
sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter,16 B (0%),1 (0%)
java.util.stream.Nodes$EmptyNode$OfRef,16 B (0%),1 (0%)
org.springframework.boot.devtools.restart.DefaultRestartInitializer,16 B (0%),1 (0%)
com.zaxxer.hikari.util.ClockSource$NanosecondClockSource,16 B (0%),1 (0%)
org.hibernate.loader.plan.spi.BidirectionalEntityReference[],16 B (0%),1 (0%)
org.springframework.security.web.access.ExceptionTranslationFilter$DefaultThrowableAnalyzer$$Lambda$690.0x0000000800f868d0,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.websocket.servlet.TomcatWebSocketServletWebServerCustomizer,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$538.0x0000000800e493a8,16 B (0%),1 (0%)
com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer$$Lambda$292.0x0000000800d14e58,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration,16 B (0%),1 (0%)
com.sun.proxy.$Proxy76,16 B (0%),1 (0%)
com.sun.proxy.$Proxy78,16 B (0%),1 (0%)
com.sun.proxy.$Proxy72,16 B (0%),1 (0%)
com.sun.proxy.$Proxy73,16 B (0%),1 (0%)
com.sun.proxy.$Proxy74,16 B (0%),1 (0%)
com.sun.proxy.$Proxy75,16 B (0%),1 (0%)
java.lang.InheritableThreadLocal,16 B (0%),1 (0%)
ch.qos.logback.core.filter.Filter[],16 B (0%),1 (0%)
com.sun.proxy.$Proxy70,16 B (0%),1 (0%)
com.sun.proxy.$Proxy71,16 B (0%),1 (0%)
org.springframework.core.annotation.AnnotationTypeMapping$$Lambda$267.0x0000000800d079d0,16 B (0%),1 (0%)
org.springframework.boot.devtools.autoconfigure.DevToolsDataSourceAutoConfiguration,16 B (0%),1 (0%)
sun.rmi.transport.DGCImpl_Stub,16 B (0%),1 (0%)
sun.nio.ch.DefaultSelectorProvider$$Lambda$791.0x0000000801078d40,16 B (0%),1 (0%)
com.sun.proxy.$Proxy69,16 B (0%),1 (0%)
com.sun.proxy.$Proxy68,16 B (0%),1 (0%)
org.thymeleaf.extras.java8time.dialect.Java8TimeExpressionFactory,16 B (0%),1 (0%)
com.sun.proxy.$Proxy62,16 B (0%),1 (0%)
com.sun.proxy.$Proxy64,16 B (0%),1 (0%)
com.example.vvs.webapp.service.ProductServiceImplementation,16 B (0%),1 (0%)
org.hibernate.loader.plan.exec.internal.BatchingLoadQueryDetailsFactory,16 B (0%),1 (0%)
org.springframework.core.annotation.AnnotationTypeMappings$$Lambda$117.0x0000000800c1beb0,16 B (0%),1 (0%)
com.sun.proxy.$Proxy55,16 B (0%),1 (0%)
com.sun.proxy.$Proxy56,16 B (0%),1 (0%)
com.fasterxml.jackson.datatype.jsr310.deser.key.YearMonthKeyDeserializer,16 B (0%),1 (0%)
com.sun.proxy.$Proxy57,16 B (0%),1 (0%)
org.springframework.core.annotation.AnnotationFilter$2,16 B (0%),1 (0%)
org.hibernate.exception.internal.SQLExceptionTypeDelegate,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$560.0x0000000800e4c180,16 B (0%),1 (0%)
com.sun.proxy.$Proxy53,16 B (0%),1 (0%)
org.springframework.core.annotation.AnnotationFilter$1,16 B (0%),1 (0%)
org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$198.0x0000000800c7f718,16 B (0%),1 (0%)
com.sun.proxy.$Proxy45,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration,16 B (0%),1 (0%)
com.sun.proxy.$Proxy40,16 B (0%),1 (0%)
com.sun.proxy.$Proxy41,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.aop.AopAutoConfiguration,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer$$Lambda$529.0x0000000800e48040,16 B (0%),1 (0%)
org.thymeleaf.extras.springsecurity5.util.Spring5VersionSpecificUtility,16 B (0%),1 (0%)
com.sun.proxy.$Proxy38,16 B (0%),1 (0%)
sun.rmi.transport.tcp.TCPTransport$$Lambda$83.0x0000000800bcc4c8,16 B (0%),1 (0%)
org.springframework.web.context.request.async.TimeoutDeferredResultProcessingInterceptor,16 B (0%),1 (0%)
java.util.stream.FindOps$FindSink$OfRef$$Lambda$12.0x0000000800b55528,16 B (0%),1 (0%)
java.time.format.DateTimeTextProvider,16 B (0%),1 (0%)
org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$ComponentScanPackageCheck,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$344.0x0000000800d66e28,16 B (0%),1 (0%)
com.sun.proxy.$Proxy21,16 B (0%),1 (0%)
com.sun.proxy.$Proxy22,16 B (0%),1 (0%)
org.springframework.web.bind.support.DefaultSessionAttributeStore,16 B (0%),1 (0%)
com.sun.proxy.$Proxy15,16 B (0%),1 (0%)
com.sun.proxy.$Proxy10,16 B (0%),1 (0%)
com.sun.proxy.$Proxy11,16 B (0%),1 (0%)
org.springframework.boot.context.properties.source.ConfigurationPropertyNameAliases$$Lambda$625.0x0000000800e9c5d0,16 B (0%),1 (0%)
org.springframework.web.servlet.mvc.method.annotation.UriComponentsBuilderMethodArgumentResolver,16 B (0%),1 (0%)
com.sun.proxy.$Proxy13,16 B (0%),1 (0%)
com.sun.management.internal.PlatformMBeanProviderImpl,16 B (0%),1 (0%)
org.hibernate.bytecode.internal.bytebuddy.ByteBuddyState$ProxyDefinitionHelpers$$Lambda$666.0x0000000800f11f80,16 B (0%),1 (0%)
org.springframework.data.mapping.model.Property$$Lambda$862.0x000000080117c360,16 B (0%),1 (0%)
org.springframework.data.web.config.SpringDataJacksonConfiguration,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer,16 B (0%),1 (0%)
org.apache.logging.log4j.util.LoaderUtil$ThreadContextClassLoaderGetter,16 B (0%),1 (0%)
org.hibernate.event.internal.PostInsertEventListenerStandardImpl,16 B (0%),1 (0%)
javax.management.remote.rmi.RMIConnectionImpl_Stub,16 B (0%),1 (0%)
org.hibernate.type.descriptor.sql.TinyIntTypeDescriptor,16 B (0%),1 (0%)
org.hibernate.cache.internal.CollectionCacheInvalidator,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.jdbc.DataSourceInitializationConfiguration,16 B (0%),1 (0%)
org.hibernate.jmx.internal.DisabledJmxServiceImpl,16 B (0%),1 (0%)
org.springframework.web.context.support.WebApplicationContextUtils$WebRequestObjectFactory,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Async,16 B (0%),1 (0%)
org.thymeleaf.processor.xmldeclaration.IXMLDeclarationProcessor[],16 B (0%),1 (0%)
org.hibernate.dialect.Dialect$3,16 B (0%),1 (0%)
org.hibernate.dialect.Dialect$2,16 B (0%),1 (0%)
org.hibernate.dialect.Dialect$1,16 B (0%),1 (0%)
java.io.ObjectInputFilter$Config$Global$$Lambda$64.0x0000000800ba9f58,16 B (0%),1 (0%)
org.hibernate.dialect.Dialect$5,16 B (0%),1 (0%)
org.hibernate.tool.schema.internal.DefaultSchemaFilter,16 B (0%),1 (0%)
org.hibernate.dialect.Dialect$4,16 B (0%),1 (0%)
org.springframework.boot.convert.DurationStyle$Unit$$Lambda$654.0x0000000800eeb460,16 B (0%),1 (0%)
org.springframework.util.MimeType$SpecificityComparator,16 B (0%),1 (0%)
org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData$2,16 B (0%),1 (0%)
java.io.DeleteOnExitHook$1,16 B (0%),1 (0%)
org.springframework.data.mapping.model.Property$$Lambda$872.0x000000080117ea68,16 B (0%),1 (0%)
java.lang.String$CaseInsensitiveComparator,16 B (0%),1 (0%)
org.hibernate.hql.internal.QueryTranslatorFactoryInitiator,16 B (0%),1 (0%)
org.hibernate.engine.jdbc.env.spi.AnsiSqlKeywords,16 B (0%),1 (0%)
org.springframework.context.annotation.ConfigurationClassPostProcessor$$Lambda$323.0x0000000800d3a8d0,16 B (0%),1 (0%)
org.springframework.core.log.CompositeLog$$Lambda$235.0x0000000800cbbdd8,16 B (0%),1 (0%)
java.lang.ApplicationShutdownHooks$1,16 B (0%),1 (0%)
org.springframework.web.servlet.mvc.method.annotation.DeferredResultMethodReturnValueHandler,16 B (0%),1 (0%)
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory,16 B (0%),1 (0%)
org.springframework.security.web.FilterChainProxy$NullFilterChainValidator,16 B (0%),1 (0%)
org.springframework.data.repository.util.ReactiveWrappers$$Lambda$423.0x0000000800dcd5e0,16 B (0%),1 (0%)
org.hibernate.cfg.annotations.PropertyBinder$NoValueGeneration,16 B (0%),1 (0%)
com.fasterxml.jackson.databind.jsontype.impl.LaissezFaireSubTypeValidator,16 B (0%),1 (0%)
org.springframework.aop.framework.adapter.AfterReturningAdviceAdapter,16 B (0%),1 (0%)
org.springframework.boot.context.properties.bind.DefaultBindConstructorProvider,16 B (0%),1 (0%)
org.hibernate.type.descriptor.java.CalendarTypeDescriptor$CalendarMutabilityPlan,16 B (0%),1 (0%)
com.zaxxer.hikari.pool.ProxyConnection$ClosedConnection$$Lambda$768.0x000000080102d828,16 B (0%),1 (0%)
org.thymeleaf.context.StandardEngineContextFactory,16 B (0%),1 (0%)
org.hibernate.cache.internal.RegionFactoryInitiator,16 B (0%),1 (0%)
org.springframework.data.repository.util.ReactiveWrappers$$Lambda$422.0x0000000800dccf68,16 B (0%),1 (0%)
org.springframework.web.servlet.function.support.RouterFunctionMapping$$Lambda$744.0x000000080100cac0,16 B (0%),1 (0%)
org.springframework.cglib.proxy.Enhancer$1,16 B (0%),1 (0%)
com.fasterxml.jackson.core.util.DefaultPrettyPrinter$FixedSpaceIndenter,16 B (0%),1 (0%)
java.lang.reflect.Proxy$ProxyBuilder$$Lambda$316.0x0000000800d328c0,16 B (0%),1 (0%)
org.hibernate.query.spi.QueryParameterBindingValidator,16 B (0%),1 (0%)
com.example.vvs.webapp.service.OrderServiceImplementation,16 B (0%),1 (0%)
sun.rmi.server.UnicastServerRef$$Lambda$71.0x0000000800bae618,16 B (0%),1 (0%)
org.springframework.data.repository.config.RepositoryBeanDefinitionBuilder$$Lambda$446.0x0000000800dda3e8,16 B (0%),1 (0%)
org.springframework.boot.autoconfigure.jdbc.JdbcTemplateConfiguration,16 B (0%),1 (0%)
java.util.stream.Collectors$$Lambda$5.0x0000000800b545c8,16 B (0%),1 (0%)
org.hibernate.type.descriptor.sql.LongVarcharTypeDescriptor,16 B (0%),1 (0%)
org.springframework.cglib.core.DefaultGeneratorStrategy,16 B (0%),1 (0%)
org.springframework.data.mapping.context.PersistentPropertyPathFactory$$Lambda$823.0x0000000801157370,16 B (0%),1 (0%)
org.hibernate.tool.schema.internal.ExceptionHandlerLoggedImpl,16 B (0%),1 (0%)
